,Movie Title,Year,Content Rating,Budget,Gross_Income,Director,IMDB Score
1211,The Last of the Mohicans ,1992,R,"$40,000,000.00","$72,455,275.00",Michael Mann,7.8
1212,Ray ,2004,PG-13,"$40,000,000.00","$75,305,995.00",Taylor Hackford,7.7
1213,Sin City ,2005,R,"$40,000,000.00","$74,098,862.00",Frank Miller,8.1
1214,Vantage Point ,2008,PG-13,"$40,000,000.00","$72,266,306.00",Pete Travis,6.6
1215,"I Love You, Man ",2009,R,"$40,000,000.00","$71,347,010.00",John Hamburg,7.1
1216,Shallow Hal ,2001,PG-13,"$40,000,000.00","$70,836,296.00",Bobby Farrelly,5.9
1218,Big Momma's House 2 ,2006,PG-13,"$40,000,000.00","$70,163,652.00",John Whitesell,4.6
1219,The Mexican ,2001,R,"$34,000,000.00","$66,808,615.00",Gore Verbinski,6.1
1220,Unbroken ,2014,PG-13,"$65,000,000.00","$115,603,980.00",Angelina Jolie Pitt,7.2
1221,17 Again ,2009,PG-13,"$20,000,000.00","$64,149,837.00",Burr Steers,6.4
1222,The Other Woman ,2014,PG-13,"$40,000,000.00","$83,906,114.00",Nick Cassavetes,6.0
1223,The Final Destination ,2009,R,"$40,000,000.00","$66,466,372.00",David R. Ellis,5.2
1224,Bridge of Spies ,2015,PG-13,"$40,000,000.00","$72,306,065.00",Steven Spielberg,7.6
1225,Behind Enemy Lines ,2001,PG-13,"$40,000,000.00","$59,068,786.00",John Moore,6.4
1227,Shall We Dance ,2004,PG-13,"$50,000,000.00","$57,887,882.00",Peter Chelsom,6.1
1228,Small Soldiers ,1998,PG-13,"$40,000,000.00","$53,955,614.00",Joe Dante,6.1
1229,Spawn ,1997,R,"$40,000,000.00","$54,967,359.00",Mark A.Z. Dippé,5.2
1231,The Lincoln Lawyer ,2011,R,"$40,000,000.00","$57,981,889.00",Brad Furman,7.3
1233,The Prestige ,2006,PG-13,"$40,000,000.00","$53,082,743.00",Christopher Nolan,8.5
1234,Horrible Bosses 2 ,2014,R,"$42,000,000.00","$54,414,716.00",Sean Anders,6.3
1235,Escape from Planet Earth ,2013,PG,"$40,000,000.00","$57,011,847.00",Cal Brunker,5.9
1238,Predators ,2010,R,"$40,000,000.00","$52,000,688.00",Nimród Antal,6.4
1239,Legal Eagles ,1986,PG,"$40,000,000.00","$49,851,591.00",Ivan Reitman,5.9
1240,Secret Window ,2004,PG-13,"$40,000,000.00","$47,781,388.00",David Koepp,6.6
1241,The Lake House ,2006,PG,"$40,000,000.00","$52,320,979.00",Alejandro Agresti,6.8
1242,The Skeleton Key ,2005,PG-13,"$43,000,000.00","$47,806,295.00",Iain Softley,6.5
1243,The Odd Life of Timothy Green ,2012,PG,"$25,000,000.00","$51,853,450.00",Peter Hedges,6.6
1244,Made of Honor ,2008,PG-13,"$40,000,000.00","$46,012,734.00",Paul Weiland,5.8
1245,Jersey Boys ,2014,R,"$40,000,000.00","$47,034,272.00",Clint Eastwood,6.9
1246,The Rainmaker ,1997,PG-13,"$40,000,000.00","$45,856,732.00",Francis Ford Coppola,7.1
1247,Gothika ,2003,R,"$40,000,000.00","$59,588,068.00",Mathieu Kassovitz,5.8
1248,Amistad ,1997,R,"$36,000,000.00","$44,175,394.00",Steven Spielberg,7.2
1249,Medicine Man ,1992,PG-13,"$40,000,000.00","$45,500,797.00",John McTiernan,6.0
1250,Aliens vs. Predator: Requiem ,2007,R,"$40,000,000.00","$41,797,066.00",Colin Strause,4.7
1251,Ri¢hie Ri¢h ,1994,PG,"$40,000,000.00","$38,087,756.00",Donald Petrie,5.2
1252,Autumn in New York ,2000,PG-13,"$40,000,000.00","$37,752,931.00",Joan Chen,5.5
1254,Paul ,2011,R,"$40,000,000.00","$37,371,385.00",Greg Mottola,7.0
1255,The Guilt Trip ,2012,PG-13,"$40,000,000.00","$37,101,011.00",Anne Fletcher,5.8
1256,Scream 4 ,2011,R,"$40,000,000.00","$38,176,892.00",Wes Craven,6.2
1258,The Doors ,1991,R,"$38,000,000.00","$35,183,792.00",Oliver Stone,7.2
1259,Sex Tape ,2014,R,"$40,000,000.00","$38,543,473.00",Jake Kasdan,5.1
1261,Final Destination 5 ,2011,R,"$40,000,000.00","$42,575,718.00",Steven Quale,5.9
1263,Pay It Forward ,2000,PG-13,"$40,000,000.00","$33,508,922.00",Mimi Leder,7.2
1264,Fever Pitch ,2005,PG-13,"$30,000,000.00","$42,071,069.00",Bobby Farrelly,6.2
1266,Drillbit Taylor ,2008,PG-13,"$40,000,000.00","$32,853,640.00",Steven Brill,5.7
1267,A Million Ways to Die in the West ,2014,R,"$40,000,000.00","$42,615,685.00",Seth MacFarlane,6.1
1268,The Shadow ,1994,PG-13,"$25,000,000.00","$32,055,248.00",Russell Mulcahy,6.0
1269,Extremely Loud & Incredibly Close ,2011,PG-13,"$40,000,000.00","$31,836,745.00",Stephen Daldry,6.9
1270,Morning Glory ,2010,PG-13,"$40,000,000.00","$30,993,544.00",Roger Michell,6.5
1271,Get Rich or Die Tryin' ,2005,R,"$40,000,000.00","$30,981,850.00",Jim Sheridan,5.0
1272,The Art of War ,2000,R,"$40,000,000.00","$30,199,105.00",Christian Duguay,5.7
1273,Rent ,2005,PG-13,"$40,000,000.00","$29,077,547.00",Chris Columbus,7.0
1274,Bless the Child ,2000,R,"$40,000,000.00","$29,374,178.00",Chuck Russell,5.1
1275,The Out-of-Towners ,1999,PG-13,"$40,000,000.00","$28,535,768.00",Sam Weisman,5.3
1276,The Island of Dr. Moreau ,1996,PG-13,"$40,000,000.00","$27,663,982.00",John Frankenheimer,4.4
1279,Sweet November ,2001,PG-13,"$40,000,000.00","$25,178,165.00",Pat O'Connor,6.7
1280,The Reaping ,2007,R,"$40,000,000.00","$25,117,498.00",Stephen Hopkins,5.7
1281,Mean Streets ,1973,R,"$500,000.00","$32,645.00",Martin Scorsese,7.4
1282,Renaissance Man ,1994,PG-13,"$40,000,000.00","$24,332,324.00",Penny Marshall,6.1
1284,The Magic Sword: Quest for Camelot ,1998,G,"$40,000,000.00","$22,717,758.00",Frederik Du Chau,6.2
1285,City by the Sea ,2002,R,"$60,000,000.00","$22,433,915.00",Michael Caton-Jones,6.2
1286,At First Sight ,1999,PG-13,"$60,000,000.00","$22,326,247.00",Irwin Winkler,5.9
1287,Torque ,2004,PG-13,"$40,000,000.00","$21,176,322.00",Joseph Kahn,4.0
1288,City Hall ,1996,R,"$40,000,000.00","$20,300,000.00",Harold Becker,6.2
1290,Marie Antoinette ,2006,PG-13,"$40,000,000.00","$15,962,471.00",Sofia Coppola,6.4
1291,Kiss of Death ,1995,R,"$40,000,000.00","$14,942,422.00",Barbet Schroeder,5.9
1292,Get Carter ,2000,R,"$40,000,000.00","$14,967,182.00",Stephen Kay,5.1
1294,Ishtar ,1987,PG-13,"$51,000,000.00","$14,375,181.00",Elaine May,4.2
1295,Fantastic Mr. Fox ,2009,PG,"$40,000,000.00","$20,999,103.00",Wes Anderson,7.8
1296,Life or Something Like It ,2002,PG-13,"$40,000,000.00","$14,448,589.00",Stephen Herek,5.8
1297,Memoirs of an Invisible Man ,1992,PG-13,"$40,000,000.00","$14,358,033.00",John Carpenter,5.9
1299,New York Minute ,2004,PG,"$30,000,000.00","$14,018,364.00",Dennie Gordon,4.8
1301,Big Miracle ,2012,PG,"$40,000,000.00","$20,113,965.00",Ken Kwapis,6.5
1302,The Deep End of the Ocean ,1999,PG-13,"$40,000,000.00","$13,376,506.00",Ulu Grosbard,6.3
1304,Cirque du Freak: The Vampire's Assistant ,2009,PG-13,"$40,000,000.00","$13,838,130.00",Paul Weitz,5.9
1305,Victor Frankenstein ,2015,PG-13,"$40,000,000.00","$5,773,519.00",Paul McGuigan,6.0
1306,Duplex ,2003,PG-13,"$40,000,000.00","$9,652,000.00",Danny DeVito,5.8
1309,Universal Soldier: The Return ,1999,R,"$24,000,000.00","$10,431,220.00",Mic Rodgers,4.1
1311,Impostor ,2001,R,"$40,000,000.00","$6,114,237.00",Gary Fleder,6.2
1315,A Thousand Words ,2012,PG-13,"$40,000,000.00","$18,438,149.00",Brian Robbins,5.9
1316,Delgo ,2008,PG,"$40,000,000.00","$511,920.00",Marc F. Adler,4.4
1317,The Gunman ,2015,R,"$40,000,000.00","$10,640,645.00",Pierre Morel,5.8
1319,Disturbia ,2007,PG-13,"$20,000,000.00","$80,050,171.00",D.J. Caruso,6.9
1320,Hackers ,1995,PG-13,"$20,000,000.00","$7,564,000.00",Iain Softley,6.2
1321,The Hunting Party ,2007,R,"$25,000,000.00","$876,671.00",Richard Shepard,6.9
1328,The Crow ,1994,R,"$23,000,000.00","$50,693,162.00",Alex Proyas,7.6
1330,The Time Traveler's Wife ,2009,PG-13,"$39,000,000.00","$63,411,478.00",Robert Schwentke,7.1
1332,The Fast and the Furious ,2001,PG-13,"$38,000,000.00","$144,512,310.00",Rob Cohen,6.7
1333,Frankenweenie ,2012,PG,"$39,000,000.00","$35,287,788.00",Tim Burton,7.0
1334,Serenity ,2005,PG-13,"$40,000,000.00","$25,335,935.00",Joss Whedon,8.0
1335,Against the Ropes ,2004,PG-13,"$39,000,000.00","$5,881,504.00",Charles S. Dutton,5.3
1337,Grudge Match ,2013,PG-13,"$40,000,000.00","$29,802,761.00",Peter Segal,6.4
1339,Sweet Home Alabama ,2002,PG-13,"$38,000,000.00","$127,214,072.00",Andy Tennant,6.1
1340,The Ugly Truth ,2009,R,"$38,000,000.00","$88,915,214.00",Robert Luketic,6.5
1341,Sgt. Bilko ,1996,PG,"$39,000,000.00","$30,400,000.00",Jonathan Lynn,5.7
1342,Spy Kids 2: Island of Lost Dreams ,2002,PG,"$38,000,000.00","$85,570,368.00",Robert Rodriguez,5.1
1343,Star Trek: Generations ,1994,PG,"$35,000,000.00","$75,668,868.00",David Carson,6.6
1345,Water for Elephants ,2011,PG-13,"$38,000,000.00","$58,700,247.00",Francis Lawrence,6.9
1348,The Hurricane ,1999,R,"$38,000,000.00","$50,668,906.00",Norman Jewison,7.6
1349,Enough ,2002,PG-13,"$38,000,000.00","$39,177,215.00",Michael Apted,5.6
1350,Heartbreakers ,2001,PG-13,"$35,000,000.00","$40,334,024.00",David Mirkin,6.2
1351,Paul Blart: Mall Cop 2 ,2015,PG,"$30,000,000.00","$71,038,190.00",Andy Fickman,4.4
1352,Angel Eyes ,2001,R,"$38,000,000.00","$24,044,532.00",Luis Mandoki,5.6
1353,Joe Somebody ,2001,PG,"$38,000,000.00","$22,770,864.00",John Pasquin,5.5
1355,Extreme Measures ,1996,R,"$38,000,000.00","$17,305,211.00",Michael Apted,6.1
1356,Rock Star ,2001,R,"$57,000,000.00","$16,991,902.00",Stephen Herek,6.2
1357,Precious ,2009,R,"$10,000,000.00","$47,536,959.00",Lee Daniels,7.3
1358,White Squall ,1996,PG-13,"$38,000,000.00","$10,300,000.00",Ridley Scott,6.6
1359,The Thing ,1982,R,"$15,000,000.00","$13,782,838.00",John Carpenter,8.2
1360,Riddick ,2013,R,"$38,000,000.00","$41,997,790.00",David Twohy,6.4
1361,Switchback ,1997,R,"$37,000,000.00","$6,482,195.00",Jeb Stuart,6.4
1362,Texas Rangers ,2001,PG-13,"$38,000,000.00","$623,374.00",Steve Miner,5.2
1363,City of Ember ,2008,PG,"$55,000,000.00","$7,871,693.00",Gil Kenan,6.5
1364,The Master ,2012,R,"$32,000,000.00","$16,377,274.00",Paul Thomas Anderson,7.1
1366,The Express ,2008,PG,"$40,000,000.00","$9,589,875.00",Gary Fleder,7.3
1367,The 5th Wave ,2016,PG-13,"$38,000,000.00","$34,912,982.00",J Blakeson,5.2
1368,Creed ,2015,PG-13,"$35,000,000.00","$109,712,885.00",Ryan Coogler,7.7
1369,The Town ,2010,R,"$37,000,000.00","$92,173,235.00",Ben Affleck,7.6
1370,What to Expect When You're Expecting ,2012,PG-13,"$40,000,000.00","$41,102,171.00",Kirk Jones,5.7
1371,Burn After Reading ,2008,R,"$37,000,000.00","$60,338,891.00",Ethan Coen,7.0
1372,Nim's Island ,2008,PG,"$37,000,000.00","$48,006,503.00",Jennifer Flackett,6.0
1374,Magnolia ,1999,R,"$37,000,000.00","$22,450,975.00",Paul Thomas Anderson,8.0
1375,Cop Out ,2010,R,"$37,000,000.00","$44,867,349.00",Kevin Smith,5.6
1376,How to Be Single ,2016,R,"$38,000,000.00","$46,813,366.00",Christian Ditter,6.1
1377,Dolphin Tale ,2011,PG,"$37,000,000.00","$72,279,690.00",Charles Martin Smith,6.9
1378,Twilight ,2008,PG-13,"$37,000,000.00","$191,449,475.00",Catherine Hardwicke,5.2
1379,John Q ,2002,PG-13,"$36,000,000.00","$71,026,631.00",Nick Cassavetes,7.0
1380,Blue Streak ,1999,PG-13,"$65,000,000.00","$68,208,190.00",Les Mayfield,6.3
1381,We're the Millers ,2013,R,"$37,000,000.00","$150,368,971.00",Rawson Marshall Thurber,7.0
1383,Breakdown ,1997,R,"$36,000,000.00","$50,129,186.00",Jonathan Mostow,6.9
1385,Hot Tub Time Machine ,2010,R,"$36,000,000.00","$50,213,619.00",Steve Pink,6.4
1386,Dolphin Tale 2 ,2014,PG,"$36,000,000.00","$42,019,483.00",Charles Martin Smith,6.4
1387,Reindeer Games ,2000,R,"$34,000,000.00","$23,360,779.00",John Frankenheimer,5.7
1388,A Man Apart ,2003,R,"$36,000,000.00","$26,183,197.00",F. Gary Gray,6.1
1389,Aloha ,2015,PG-13,"$37,000,000.00","$20,991,497.00",Cameron Crowe,5.4
1390,Ghosts of Mississippi ,1996,PG-13,"$36,000,000.00","$13,052,741.00",Rob Reiner,6.7
1391,Snow Falling on Cedars ,1999,PG-13,"$36,000,000.00","$14,378,353.00",Scott Hicks,6.8
1392,The Rite ,2011,PG-13,"$37,000,000.00","$33,037,754.00",Mikael Håfström,6.0
1393,Gattaca ,1997,PG-13,"$36,000,000.00","$12,339,633.00",Andrew Niccol,7.8
1394,Isn't She Great ,2000,R,"$36,000,000.00","$2,954,405.00",Andrew Bergman,5.3
1395,Space Chimps ,2008,G,"$37,000,000.00","$30,105,968.00",Kirk De Micco,4.5
1396,Head of State ,2003,PG-13,"$35,200,000.00","$37,788,228.00",Chris Rock,5.4
1397,The Hangover ,2009,R,"$35,000,000.00","$277,313,371.00",Todd Phillips,7.8
1399,Austin Powers: The Spy Who Shagged Me ,1999,PG-13,"$33,000,000.00","$205,399,422.00",Jay Roach,6.6
1400,Batman ,1989,PG-13,"$35,000,000.00","$251,188,924.00",Tim Burton,7.6
1402,Lethal Weapon 3 ,1992,R,"$35,000,000.00","$144,731,527.00",Richard Donner,6.7
1403,The Blind Side ,2009,PG-13,"$29,000,000.00","$255,950,375.00",John Lee Hancock,7.7
1405,Spy Kids ,2001,PG,"$35,000,000.00","$112,692,062.00",Robert Rodriguez,5.4
1406,Horrible Bosses ,2011,R,"$35,000,000.00","$117,528,646.00",Seth Gordon,6.9
1407,True Grit ,2010,PG-13,"$38,000,000.00","$171,031,347.00",Ethan Coen,7.7
1408,The Devil Wears Prada ,2006,PG-13,"$35,000,000.00","$124,732,962.00",David Frankel,6.8
1409,Star Trek: The Motion Picture ,1979,PG,"$35,000,000.00","$82,300,000.00",Robert Wise,6.4
1410,Identity Thief ,2013,R,"$35,000,000.00","$134,455,175.00",Seth Gordon,5.7
1411,Cape Fear ,1991,R,"$35,000,000.00","$79,100,000.00",Martin Scorsese,7.3
1412,21 ,2008,PG-13,"$35,000,000.00","$81,159,365.00",Robert Luketic,6.8
1414,Guess Who ,2005,PG-13,"$35,000,000.00","$67,962,333.00",Kevin Rodney Sullivan,5.9
1415,The English Patient ,1996,R,"$27,000,000.00","$78,651,430.00",Anthony Minghella,7.4
1416,L.A. Confidential ,1997,R,"$35,000,000.00","$64,604,977.00",Curtis Hanson,8.3
1417,Sky High ,2005,PG,"$35,000,000.00","$63,939,454.00",Mike Mitchell,6.2
1418,In & Out ,1997,PG-13,"$35,000,000.00","$63,826,569.00",Frank Oz,6.3
1419,Species ,1995,R,"$35,000,000.00","$60,054,449.00",Roger Donaldson,5.8
1420,A Nightmare on Elm Street ,1984,X,"$1,800,000.00","$26,505,000.00",Wes Craven,7.5
1421,The Cell ,2000,R,"$33,000,000.00","$61,280,963.00",Tarsem Singh,6.3
1422,The Man in the Iron Mask ,1998,PG-13,"$35,000,000.00","$56,876,365.00",Randall Wallace,6.4
1423,Secretariat ,2010,PG,"$35,000,000.00","$59,699,513.00",Randall Wallace,7.2
1425,Radio ,2003,PG,"$35,000,000.00","$52,277,485.00",Michael Tollin,6.9
1426,Friends with Benefits ,2011,R,"$35,000,000.00","$55,802,754.00",Will Gluck,6.6
1427,Neighbors 2: Sorority Rising ,2016,R,"$35,000,000.00","$55,291,815.00",Nicholas Stoller,6.0
1428,Saving Mr. Banks ,2013,PG-13,"$35,000,000.00","$83,299,761.00",John Lee Hancock,7.5
1429,Malcolm X ,1992,PG-13,"$33,000,000.00","$48,169,908.00",Spike Lee,7.7
1430,This Is 40 ,2012,R,"$35,000,000.00","$67,523,385.00",Judd Apatow,6.2
1431,Old Dogs ,2009,PG,"$35,000,000.00","$49,474,048.00",Walt Becker,5.4
1432,Underworld: Rise of the Lycans ,2009,R,"$35,000,000.00","$45,802,315.00",Patrick Tatopoulos,6.6
1433,License to Wed ,2007,PG-13,"$35,000,000.00","$43,792,641.00",Ken Kwapis,5.3
1434,The Benchwarmers ,2006,PG-13,"$33,000,000.00","$57,651,794.00",Dennis Dugan,5.6
1435,Must Love Dogs ,2005,PG-13,"$30,000,000.00","$43,894,863.00",Gary David Goldberg,5.9
1436,Donnie Brasco ,1997,R,"$35,000,000.00","$41,954,997.00",Mike Newell,7.8
1438,Poltergeist ,1982,PG,"$10,700,000.00","$76,600,000.00",Tobe Hooper,7.4
1439,The Ladykillers ,2004,R,"$35,000,000.00","$39,692,139.00",Ethan Coen,6.2
1441,In Time ,2011,PG-13,"$40,000,000.00","$37,553,932.00",Andrew Niccol,6.7
1442,The Back-up Plan ,2010,PG-13,"$35,000,000.00","$37,481,242.00",Alan Poul,5.3
1443,Something Borrowed ,2011,PG-13,"$35,000,000.00","$39,026,186.00",Luke Greenfield,5.9
1445,Black Knight ,2001,PG-13,"$50,000,000.00","$33,422,806.00",Gil Junger,4.8
1449,From Hell ,2001,R,"$35,000,000.00","$31,598,308.00",Albert Hughes,6.8
1450,The Nativity Story ,2006,PG,"$30,000,000.00","$37,617,947.00",Catherine Hardwicke,6.8
1452,Closer ,2004,R,"$27,000,000.00","$33,987,757.00",Mike Nichols,7.3
1453,J. Edgar ,2011,R,"$35,000,000.00","$37,304,950.00",Clint Eastwood,6.6
1454,Mirrors ,2008,R,"$35,000,000.00","$30,691,439.00",Alexandre Aja,6.2
1455,Queen of the Damned ,2002,R,"$35,000,000.00","$30,307,804.00",Michael Rymer,5.2
1456,Predator 2 ,1990,R,"$35,000,000.00","$30,669,413.00",Stephen Hopkins,6.2
1457,Untraceable ,2008,R,"$35,000,000.00","$28,687,835.00",Gregory Hoblit,6.2
1458,Blast from the Past ,1999,PG-13,"$35,000,000.00","$26,494,611.00",Hugh Wilson,6.6
1460,Jersey Girl ,2004,PG-13,"$35,000,000.00","$25,266,129.00",Kevin Smith,6.2
1461,Alex Cross ,2012,PG-13,"$35,000,000.00","$25,863,915.00",Rob Cohen,5.1
1462,Midnight in the Garden of Good and Evil ,1997,R,"$30,000,000.00","$25,078,937.00",Clint Eastwood,6.6
1465,Hoffa ,1992,R,"$35,000,000.00","$24,276,500.00",Danny DeVito,6.6
1466,The X Files: I Want to Believe ,2008,PG-13,"$30,000,000.00","$20,981,633.00",Chris Carter,5.9
1467,Ella Enchanted ,2004,PG,"$35,000,000.00","$22,913,677.00",Tommy O'Haver,6.3
1469,Abduction ,2011,PG-13,"$35,000,000.00","$28,064,226.00",John Singleton,5.0
1471,Wonder Boys ,2000,R,"$55,000,000.00","$19,389,454.00",Curtis Hanson,7.4
1472,Superhero Movie ,2008,PG-13,"$35,000,000.00","$25,871,834.00",Craig Mazin,4.5
1473,Broken City ,2013,R,"$35,000,000.00","$19,692,608.00",Allen Hughes,6.2
1474,Cursed ,2005,PG-13,"$35,000,000.00","$19,294,901.00",Wes Craven,5.0
1475,Premium Rush ,2012,PG-13,"$35,000,000.00","$20,275,446.00",David Koepp,6.5
1476,Hot Pursuit ,2015,PG-13,"$35,000,000.00","$34,507,079.00",Anne Fletcher,5.1
1478,Parker ,2013,R,"$35,000,000.00","$17,609,982.00",Taylor Hackford,6.2
1480,Furry Vengeance ,2010,PG,"$35,000,000.00","$17,596,256.00",Roger Kumble,3.8
1483,Lions for Lambs ,2007,R,"$35,000,000.00","$14,998,070.00",Robert Redford,6.2
1484,Flight of the Intruder ,1991,PG-13,"$35,000,000.00","$14,587,732.00",John Milius,5.7
1485,Walk Hard: The Dewey Cox Story ,2007,R,"$35,000,000.00","$18,317,151.00",Jake Kasdan,6.7
1486,The Shipping News ,2001,R,"$35,000,000.00","$11,405,825.00",Lasse Hallström,6.8
1487,American Outlaws ,2001,PG-13,"$35,000,000.00","$13,264,986.00",Les Mayfield,6.0
1489,Whiteout ,2009,R,"$35,000,000.00","$10,268,846.00",Dominic Sena,5.5
1490,The Tree of Life ,2011,PG-13,"$32,000,000.00","$13,303,319.00",Terrence Malick,6.7
1492,Sabotage ,2014,R,"$35,000,000.00","$10,499,968.00",David Ayer,5.7
1493,The Order ,2003,R,"$38,000,000.00","$7,659,747.00",Brian Helgeland,5.1
1494,Punisher: War Zone ,2008,R,"$35,000,000.00","$7,948,159.00",Lexi Alexander,6.0
1495,Zoom ,2006,PG,"$35,000,000.00","$11,631,245.00",Peter Hewitt,4.2
1496,The Walk ,2015,PG,"$35,000,000.00","$10,137,502.00",Robert Zemeckis,7.4
1497,Warriors of Virtue ,1997,PG,"$35,000,000.00","$6,448,817.00",Ronny Yu,4.6
1498,A Good Year ,2006,PG-13,"$35,000,000.00","$7,458,269.00",Ridley Scott,6.9
1500,Radio Flyer ,1992,PG-13,"$35,000,000.00","$4,651,977.00",Richard Donner,6.9
1501,"Blood In, Blood Out ",1993,R,"$35,000,000.00","$4,496,583.00",Taylor Hackford,8.0
1506,Ride with the Devil ,1999,R,"$35,000,000.00","$630,779.00",Ang Lee,6.8
1511,The Maze Runner ,2014,PG-13,"$34,000,000.00","$102,413,606.00",Wes Ball,6.8
1512,Unfinished Business ,2015,R,"$35,000,000.00","$10,214,013.00",Ken Scott,5.4
1513,The Age of Innocence ,1993,PG,"$30,000,000.00","$32,000,000.00",Martin Scorsese,7.2
1514,The Fountain ,2006,PG-13,"$35,000,000.00","$10,139,254.00",Darren Aronofsky,7.3
1515,Chill Factor ,1999,R,"$34,000,000.00","$11,227,940.00",Hugh Johnson,5.2
1516,Stolen ,2012,R,"$35,000,000.00","$183,125.00",Simon West,5.5
1518,The Longest Ride ,2015,PG-13,"$34,000,000.00","$37,432,299.00",George Tillman Jr.,7.1
1519,The Astronaut's Wife ,1999,R,"$34,000,000.00","$10,654,581.00",Rand Ravich,5.3
1520,I Dreamed of Africa ,2000,PG-13,"$34,000,000.00","$6,543,194.00",Hugh Hudson,5.6
1521,Playing for Keeps ,2012,PG-13,"$35,000,000.00","$13,101,142.00",Gabriele Muccino,5.7
1524,A Few Good Men ,1992,R,"$40,000,000.00","$141,340,178.00",Rob Reiner,7.6
1525,Exit Wounds ,2001,R,"$33,000,000.00","$51,758,599.00",Andrzej Bartkowiak,5.5
1526,Big Momma's House ,2000,PG-13,"$30,000,000.00","$117,559,438.00",Raja Gosnell,5.1
1528,The Darkest Hour ,2011,PG-13,"$30,000,000.00","$21,426,805.00",Chris Gorak,4.9
1529,Step Up Revolution ,2012,PG-13,"$33,000,000.00","$35,057,332.00",Scott Speer,6.5
1531,The Watcher ,2000,R,"$33,000,000.00","$28,927,720.00",Joe Charbanic,5.3
1532,The Punisher ,2004,R,"$33,000,000.00","$33,682,273.00",Jonathan Hensleigh,6.5
1533,Goal! The Dream Begins ,2005,PG-13,"$10,000,000.00","$4,280,577.00",Danny Cannon,6.8
1534,Safe ,2012,R,"$30,000,000.00","$17,120,019.00",Boaz Yakin,6.5
1535,Pushing Tin ,1999,R,"$38,000,000.00","$8,406,264.00",Mike Newell,6.0
1536,Star Wars: Episode VI - Return of the Jedi ,1983,PG,"$32,500,000.00","$309,125,409.00",Richard Marquand,8.4
1538,The Reader ,2008,R,"$32,000,000.00","$34,180,954.00",Stephen Daldry,7.6
1540,Elf ,2003,PG,"$33,000,000.00","$173,381,405.00",Jon Favreau,6.9
1541,Phenomenon ,1996,PG,"$32,000,000.00","$104,632,573.00",Jon Turteltaub,6.4
1543,Scrooged ,1988,PG-13,"$32,000,000.00","$60,328,558.00",Richard Donner,7.0
1545,Bridesmaids ,2011,R,"$32,500,000.00","$169,076,745.00",Paul Feig,6.8
1546,This Is the End ,2013,R,"$32,000,000.00","$101,470,202.00",Evan Goldberg,6.7
1547,Stigmata ,1999,R,"$29,000,000.00","$50,041,732.00",Rupert Wainwright,6.2
1548,Men of Honor ,2000,R,"$32,000,000.00","$48,814,909.00",George Tillman Jr.,7.2
1549,Takers ,2010,PG-13,"$20,000,000.00","$57,744,720.00",John Luessenhop,6.2
1550,The Big Wedding ,2013,R,"$35,000,000.00","$21,784,432.00",Justin Zackham,5.6
1551,"Big Mommas: Like Father, Like Son ",2011,PG-13,"$32,000,000.00","$37,911,876.00",John Whitesell,4.4
1552,Source Code ,2011,PG-13,"$32,000,000.00","$54,696,902.00",Duncan Jones,7.5
1553,Alive ,1993,R,"$32,000,000.00","$36,733,909.00",Frank Marshall,7.1
1554,The Number 23 ,2007,R,"$32,000,000.00","$35,063,732.00",Joel Schumacher,6.4
1557,Dreamer: Inspired by a True Story ,2005,PG,"$32,000,000.00","$32,701,088.00",John Gatins,6.9
